iter	MultiClass
238	0.1533758791
239	0.1530245514
240	0.1525057944
241	0.1519675046
242	0.1515282148
243	0.1512621543
244	0.1509933935
245	0.15060888
246	0.1500669124
247	0.1498637094
248	0.149365534
249	0.1491848744
250	0.1488356732
251	0.1484226693
252	0.1480328607
253	0.1476981705
254	0.1471853507
255	0.1466774913
256	0.1465070496
257	0.1458972616
258	0.1456880784
259	0.1452850488
260	0.1448827478
261	0.1447121437
262	0.1441359964
263	0.1437909556
264	0.1434668294
265	0.1431101526
266	0.1428976552
267	0.1426553045
268	0.1423012011
269	0.1421132505
270	0.14174261
271	0.1411712506
272	0.140840204
273	0.1406517162
274	0.1403676682
275	0.1399835464
276	0.1396724616
277	0.1392721994
278	0.1389306101
279	0.1387119404
280	0.1383518777
281	0.1381715346
282	0.1378336916
283	0.1376403268
284	0.1372634989
285	0.1370223717
286	0.1366776922
287	0.1363484416
288	0.1361087401
289	0.1358850514
290	0.1353752858
291	0.134901375
292	0.1343783533
293	0.1338988581
294	0.1336381999
295	0.1332260807
296	0.1330172214
297	0.1326786726
298	0.1321734289
299	0.1316130029
300	0.1313330694
301	0.131142464
302	0.1306470865
303	0.1303469022
304	0.1300708106
305	0.1297053176
306	0.1294728413
307	0.1290720909
308	0.1287075006
309	0.1283636908
310	0.1280738331
311	0.1276243936
312	0.1273351757
313	0.126998513
314	0.1266767108
315	0.1264703206
316	0.126322853
317	0.1259808804
318	0.12561606
319	0.1252898441
320	0.1251125229
321	0.1249488704
322	0.1246365299
323	0.1241928915
324	0.1239456593
325	0.1237034678
326	0.123500265
327	0.123225075
328	0.1230170178
329	0.1228560284
330	0.122592454
331	0.1223291361
332	0.1220492444
333	0.1218607696
334	0.1215804298
335	0.1211776769
336	0.1209147422
337	0.120599468
338	0.1203361635
339	0.1199481803
340	0.1195740699
341	0.1193540469
342	0.1190492688
343	0.1188285941
344	0.118601779
345	0.1181863997
346	0.1176940366
347	0.1174986277
348	0.1171628733
349	0.117023298
350	0.1166859952
351	0.1164428652
352	0.1162295206
353	0.1159401488
354	0.1156408201
355	0.1155243002
356	0.11510813
357	0.1149191668
358	0.1146529341
359	0.1143734256
360	0.114093538
361	0.113778542
362	0.1134868941
363	0.1132792089
364	0.1130810054
365	0.11289453
366	0.1126752431
367	0.1125077677
368	0.1122009362
369	0.1118628071
370	0.1117122277
371	0.1114872148
372	0.1112524717
373	0.1110298488
374	0.1108593275
375	0.1107260443
376	0.1103735452
377	0.1102195989
378	0.1101610765
379	0.1097917835
380	0.1095854816
381	0.1093409487
382	0.1092603676
383	0.1089717478
384	0.1088085816
385	0.1085177764
386	0.1082555522
387	0.1079848624
388	0.1077991702
389	0.1074088531
390	0.1072232273
391	0.1068736935
392	0.1067006301
393	0.1066053183
394	0.1063207107
395	0.1061426316
396	0.1059520041
397	0.1057820568
398	0.1054906812
399	0.1051026651
400	0.1047855299
401	0.1043857413
402	0.1042372277
403	0.1040358959
404	0.1039430083
405	0.1037510624
406	0.1036109554
407	0.1035420678
408	0.1033217595
409	0.103207371
410	0.1030565237
411	0.10291013
412	0.1028186242
413	0.1027530547
414	0.1026619218
415	0.1025073563
416	0.1022445589
417	0.1019998366
418	0.1016132342
419	0.1013895659
420	0.1011060266
421	0.1007634474
422	0.1005227831
423	0.100389642
424	0.1002974782
425	0.1001459705
426	0.09984819858
427	0.09967663257
428	0.09949881158
429	0.0992386197
430	0.09907627307
431	0.09882394797
432	0.09863972676
433	0.09827594176
434	0.09810840631
435	0.09794873881
436	0.09783120681
437	0.09762844686
438	0.09743006249
439	0.09722233081
440	0.09696865355
441	0.09670849446
442	0.09647203478
443	0.09634488806
444	0.09621348056
445	0.09602950787
446	0.09582884213
447	0.09572684481
448	0.09560881093
449	0.09535080001
450	0.09508827865
451	0.09488703829
452	0.0948289439
453	0.09455852014
454	0.09435617683
455	0.09415943507
456	0.09402618257
457	0.09373499555
458	0.0935939735
459	0.09342228852
460	0.09324752311
461	0.09303499502
462	0.09293026549
463	0.09280885396
464	0.09255002466
465	0.09233415277
466	0.09203504436
467	0.09179331773
468	0.09169492873
469	0.09133496359
470	0.09118517272
471	0.09104258892
472	0.09094453561
473	0.09083304294
474	0.0907062792
475	0.09049646519
476	0.09033807952
477	0.09026517489
478	0.08992888013
479	0.08969308854
480	0.08945066914
481	0.0891935938
482	0.08897678482
483	0.08881558606
484	0.08861602044
485	0.08847952493
486	0.08839416569
487	0.08829896731
488	0.08802708017
489	0.08783387411
490	0.08770387677
491	0.08762397235
492	0.0874133119
493	0.08728409383
494	0.08716337278
495	0.08703123414
496	0.08696330861
497	0.08682538528
498	0.08668840216
499	0.08641779676
500	0.0862949222
501	0.08615566609
502	0.08608166282
503	0.08594118444
504	0.08580993931
505	0.08568354833
506	0.08556330352
507	0.08547517854
508	0.08537220542
509	0.08522436644
510	0.08513305478
511	0.08492832951
512	0.08484675796
513	0.0846730976
514	0.08457568039
515	0.08450267702
516	0.08432574548
517	0.08420718608
518	0.08411287388
519	0.08397161107
520	0.0837460253
521	0.08359803453
522	0.08345218019
523	0.08331833026
524	0.08311672536
525	0.08303326006
526	0.08296002412
527	0.08282141894
528	0.08270161687
529	0.08251180418
530	0.08238066137
531	0.08227250134
532	0.08200184029
533	0.08186297752
534	0.08172422754
535	0.08151865355
536	0.08141180399
537	0.08113508091
538	0.08099712204
539	0.08087074355
540	0.08078691048
541	0.08063921576
542	0.08041018043
543	0.08030742584
544	0.08024192823
545	0.08015264945
546	0.08009198709
547	0.08003932887
548	0.07998154733
549	0.07987964016
550	0.07980987995
551	0.07970668928
552	0.07962484763
553	0.07950775201
554	0.07936189502
555	0.07931766468
556	0.0790172885
557	0.07888050428
558	0.07866373634
559	0.07855817432
560	0.07850850278
561	0.07839568254
562	0.07824165642
563	0.07808747589
564	0.07802142924
565	0.07794118298
566	0.07789504895
567	0.07778473559
568	0.07756267931
569	0.07742090599
570	0.07726557872
571	0.07705299677
572	0.07690097113
573	0.07684801796
574	0.07673626122
575	0.07661760737
576	0.07652494898
577	0.07626626343
578	0.07614933618
579	0.07603583972
580	0.07587970655
581	0.07580708252
582	0.07568009264
583	0.07558172429
584	0.07539121968
585	0.07529664161
586	0.07518533755
587	0.07500716803
588	0.07489531614
589	0.07477467497
590	0.07465988237
591	0.07456222317
592	0.07442383055
593	0.07429801722
594	0.07411482394
595	0.07394063801
596	0.07377376421
597	0.07368070025
598	0.0735894822
599	0.07345656816
600	0.0733136896
601	0.07326159538
602	0.07310323843
603	0.07298340625
604	0.07280318909
605	0.07268148893
606	0.0726037767
607	0.07243925069
608	0.07236288698
609	0.0722752716
610	0.07200825624
611	0.07196280458
612	0.07188518191
613	0.07180636106
614	0.07170764429
615	0.07163605589
616	0.07149969496
617	0.0713995499
618	0.07130251621
619	0.07111617817
620	0.07107477663
621	0.0709621537
622	0.07083419483
623	0.07068090943
624	0.07063711414
625	0.07051019272
626	0.0703485456
627	0.07030891248
628	0.0702374431
629	0.07014518481
630	0.07003913022
631	0.06995144229
632	0.06987495828
633	0.06976941487
634	0.0696242156
635	0.06950710361
636	0.06937862991
637	0.06927568245
638	0.06918423556
639	0.06910293738
640	0.0689981745
641	0.06879991225
642	0.06857952984
643	0.06828463285
644	0.06816874855
645	0.06808169603
646	0.06794350526
647	0.0679007734
648	0.06783101591
649	0.06771859257
650	0.06763328011
651	0.06753240462
652	0.06742148353
653	0.06733069175
654	0.06720031525
655	0.06708786676
656	0.06701743852
657	0.06690965314
658	0.06685778719
659	0.06677103827
660	0.06673066713
661	0.06667674772
662	0.06654843418
663	0.0664088578
664	0.06635445484
665	0.06628025784
666	0.06615438107
667	0.06604552015
668	0.06600258873
669	0.0659392477
670	0.06585718239
671	0.06569771174
672	0.06562785246
673	0.06554931242
674	0.06547389651
675	0.06541314198
676	0.06532851366
677	0.06526443986
678	0.06516055837
679	0.06510723824
680	0.06491213465
681	0.06482563551
682	0.06471005389
683	0.06463708801
684	0.06456131362
685	0.06442298089
686	0.06432262543
687	0.06423295746
688	0.06413735883
689	0.06405181527
690	0.06399281108
691	0.06379084356
692	0.06374586914
693	0.06368144884
694	0.06359763342
695	0.06349329445
696	0.0633974912
697	0.06324204081
698	0.06306341579
699	0.06297911657
700	0.06285044668
701	0.06274745546
702	0.06262125543
703	0.06256635618
704	0.06244506203
705	0.06238858565
706	0.06225846642
707	0.0621806756
708	0.06203390256
709	0.06193094717
710	0.06181033879
711	0.06165239696
712	0.06151844819
713	0.06141773435
714	0.06136480687
715	0.06128802728
716	0.06113420635
717	0.06107511955
718	0.06103472038
719	0.06093613799
720	0.060850594
721	0.06077968656
722	0.06066561946
723	0.06053499769
724	0.06042236151
725	0.06037080877
726	0.060290532
727	0.06021520261
728	0.06019722989
729	0.06013903531
730	0.06006099138
731	0.06001746796
732	0.05996529144
733	0.05985364293
734	0.05973908569
735	0.05968769274
736	0.05958673566
737	0.05947369494
738	0.05938333426
739	0.05925933249
740	0.05922329071
741	0.05917554075
742	0.05912024434
743	0.05901853588
744	0.05899782026
745	0.05890632415
746	0.05880837356
747	0.05872679815
748	0.05867648649
749	0.05861581883
750	0.0585533518
751	0.05845653578
752	0.05840206184
753	0.05834030926
754	0.05825910382
755	0.05818900731
756	0.05807734915
757	0.05790968689
758	0.05785041269
759	0.05774501261
760	0.05770517293
761	0.05761722943
762	0.05745419991
763	0.05734542475
764	0.05728953882
765	0.05720379286
766	0.05715673294
767	0.05710287169
768	0.05702325758
769	0.05692589863
770	0.0568654513
771	0.05680058434
772	0.05673987184
773	0.05664455704
774	0.05661237363
775	0.05654694161
776	0.05643226145
777	0.05635612255
778	0.05621661194
779	0.05616592827
780	0.05604958494
781	0.05590384002
782	0.05578274175
783	0.05571550868
784	0.05566797345
785	0.05562282139
786	0.05552868226
787	0.05546576633
788	0.05538418912
789	0.05525761027
790	0.05519827897
791	0.05513566387
792	0.0550734858
793	0.05500008368
794	0.05489081302
795	0.05483689652
796	0.05480728525
797	0.05474543443
798	0.05470200936
799	0.05462043114
800	0.05453909533
801	0.05446368727
802	0.05441208044
803	0.05425599393
804	0.05412049558
805	0.05408323904
806	0.05402261294
807	0.05394832105
808	0.05386685876
809	0.05377422377
810	0.05368790803
811	0.05365125057
812	0.05353888058
813	0.05349868397
814	0.05345297899
815	0.05335296455
816	0.05331904889
817	0.0532651497
818	0.05323245569
819	0.05319020536
820	0.05309473877
821	0.05304510858
822	0.05295667268
823	0.05287975574
824	0.05273328226
825	0.05267332179
826	0.05258581064
827	0.05255953997
828	0.05252714657
829	0.05244200496
830	0.05241114103
831	0.05226115039
832	0.05219491109
833	0.05212964997
834	0.05204118438
835	0.05199768682
836	0.05192416356
837	0.0518564255
838	0.05182678268
839	0.0517304738
840	0.05166558231
841	0.05163702825
842	0.05149210342
843	0.05142365489
844	0.05134778588
845	0.05125788588
846	0.05121574638
847	0.05114139338
848	0.05107161507
849	0.0509377167
850	0.05085559259
851	0.05082805128
852	0.05077916526
853	0.05071503332
854	0.05064084905
855	0.05061065659
856	0.05049304414
857	0.05038305722
858	0.05030875785
859	0.05024312282
860	0.05017694697
861	0.05008593287
862	0.04993221972
863	0.04986208721
864	0.049810111
865	0.04972468068
866	0.04964695283
867	0.04959215912
868	0.04950535328
869	0.04941555611
870	0.04936109206
871	0.04931805366
872	0.04925131909
873	0.04915038396
874	0.04911778131
875	0.04903534412
876	0.04900771976
877	0.04893568776
878	0.04889072073
879	0.04883119321
880	0.04875236953
881	0.04868447502
882	0.04861796036
883	0.04852410842
884	0.04848481509
885	0.04838155569
886	0.04834007968
887	0.04825836926
888	0.04821336399
889	0.04810329688
890	0.04801589603
891	0.04797510642
892	0.04793076131
893	0.04788171379
894	0.04781733659
895	0.0477837926
896	0.04768371117
897	0.04758918297
898	0.047457841
899	0.04742196963
900	0.04739653402
901	0.04729475315
902	0.04722091252
903	0.0471295025
904	0.04706723092
905	0.04699584985
906	0.04694244779
907	0.04684629445
908	0.04683386087
909	0.04677198216
910	0.04672623872
911	0.04665120206
912	0.04658922911
913	0.04653593867
914	0.04643335738
915	0.04636644057
916	0.04630600989
917	0.04624432173
918	0.0461654849
919	0.04611845828
920	0.04609678296
921	0.04603743064
922	0.04600394044
923	0.04596903914
924	0.04590260997
925	0.0457823982
926	0.0457162741
927	0.04563139416
928	0.04561621149
929	0.04558711825
930	0.04549479875
931	0.04544245129
932	0.04538785452
933	0.04533076669
934	0.04528273531
935	0.04525519265
936	0.0451723825
937	0.04511768179
938	0.0450541542
939	0.0449744587
940	0.04491787656
941	0.0448461654
942	0.04479106798
943	0.04469834432
944	0.04463869312
945	0.04457680972
946	0.04451251528
947	0.04446506285
948	0.04442048197
949	0.04438472664
950	0.04434961127
951	0.04427177387
952	0.04421888397
953	0.04414918201
954	0.04411298256
955	0.04406219122
956	0.0440138948
957	0.04393476386
958	0.04388850306
959	0.04379310827
960	0.04376112068
961	0.04371932018
962	0.04367304728
963	0.04360682926
964	0.04353413673
965	0.04347703774
966	0.04343981489
967	0.04339534971
968	0.04333238725
969	0.04328776805
970	0.04320218652
971	0.04317921727
972	0.04310005029
973	0.04299378129
974	0.0429268124
975	0.04287181249
976	0.04279637828
977	0.0427662433
978	0.04269313661
979	0.04267026267
980	0.04263553778
981	0.04253737681
982	0.04245432944
983	0.04238454183
984	0.04237219972
985	0.04234421643
986	0.04230526121
987	0.04226502926
988	0.04222742628
989	0.04216193455
990	0.04213558369
991	0.04209306953
992	0.04204058708
993	0.04201817985
994	0.04197297418
995	0.0419034832
996	0.04187032328
997	0.04181699631
998	0.0417591431
999	0.04170273329
