iter	Logloss
495	0.101852261
496	0.1016880305
497	0.1015729656
498	0.1013597254
499	0.1012530557
500	0.1011313683
501	0.1010688867
502	0.101014623
503	0.1008131176
504	0.1006883316
505	0.1005462306
506	0.1004368098
507	0.1002320073
508	0.1000879635
509	0.09995248504
510	0.09980357713
511	0.09968270511
512	0.099615955
513	0.09951457481
514	0.09938580396
515	0.09916736645
516	0.09906653932
517	0.09887140834
518	0.09862796259
519	0.09853245335
520	0.09841801952
521	0.09839716631
522	0.09825826312
523	0.09810056296
524	0.09797410362
525	0.09781287948
526	0.09767535894
527	0.09759521484
528	0.09748692849
529	0.09725336692
530	0.09715398625
531	0.0970513865
532	0.09695730954
533	0.0967789689
534	0.09664329898
535	0.09652145556
536	0.09640249798
537	0.09623048208
538	0.09602093608
539	0.09586997192
540	0.09575548137
541	0.09563588564
542	0.09545733228
543	0.09537985422
544	0.09523654073
545	0.09506269547
546	0.09487074813
547	0.09477115475
548	0.09465709672
549	0.09449933984
550	0.09432799045
551	0.09412789611
552	0.09398755354
553	0.09383763168
554	0.09373403216
555	0.09365604358
556	0.09353337057
557	0.09339129083
558	0.09318070252
559	0.09306197893
560	0.0929219838
561	0.09281321529
562	0.09269249218
563	0.09257911484
564	0.09239565484
565	0.09220756474
566	0.09205742308
567	0.09196900435
568	0.09186258281
569	0.09176310997
570	0.09161863362
571	0.09149306769
572	0.09136528951
573	0.09113691819
574	0.09098204716
575	0.09089518834
576	0.09081704377
577	0.09071396895
578	0.09050410388
579	0.0903548698
580	0.09031865854
581	0.09019819068
582	0.09005849335
583	0.08992811295
584	0.08972833768
585	0.08957231798
586	0.08944199431
587	0.08926378839
588	0.08913686816
589	0.08899287398
590	0.08885835981
591	0.08871729401
592	0.08857856807
593	0.08838935767
594	0.08830214433
595	0.08821730631
596	0.08792864434
597	0.08779313041
598	0.0876682948
599	0.0875411335
600	0.08731578983
601	0.08721439546
602	0.08711991434
603	0.0870282907
604	0.08694367249
605	0.08677273435
606	0.0866130134
607	0.08643056026
608	0.08634804084
609	0.0862022173
610	0.08609990116
611	0.08601044722
612	0.08586292905
613	0.08572538723
614	0.0855299939
615	0.0854853662
616	0.0854073138
617	0.08528521513
618	0.08518173615
619	0.08498947682
620	0.08486340037
621	0.08465204629
622	0.08453489679
623	0.08441549961
624	0.08431179373
625	0.08422061679
626	0.08411474122
627	0.08399417409
628	0.08384035245
629	0.0837127019
630	0.08361405865
631	0.08343090355
632	0.08335870792
633	0.0832479328
634	0.08312055169
635	0.08303505426
636	0.08283703035
637	0.0827620836
638	0.08268259892
639	0.08258399113
640	0.08241323024
641	0.08228192808
642	0.08209613531
643	0.08201992645
644	0.08193277692
645	0.08177942326
646	0.08165437493
647	0.08153667237
648	0.08135275149
649	0.08123227655
650	0.08110127219
651	0.08095308041
652	0.08072982845
653	0.08066100082
654	0.08058500467
655	0.08051708463
656	0.0803530101
657	0.08025007709
658	0.08016920976
659	0.080107579
660	0.07995742316
661	0.07984122379
662	0.07975915108
663	0.07959292812
664	0.07953094284
665	0.07944289282
666	0.07937942562
667	0.07933145119
668	0.07924064296
669	0.07908752328
670	0.07897896749
671	0.07890716893
672	0.07877647655
673	0.07866664447
674	0.07856099579
675	0.07841660453
676	0.07833392204
677	0.07824989234
678	0.07806807734
679	0.0779076048
680	0.07784026617
681	0.07775589613
682	0.07768516824
683	0.07761039167
684	0.07739817963
685	0.0773093142
686	0.07720214815
687	0.07712055759
688	0.07697276998
689	0.07688090526
690	0.07669578609
691	0.07659570347
692	0.07653465413
693	0.07643478422
694	0.07638817826
695	0.07633027711
696	0.07619413922
697	0.07600977873
698	0.07586494077
699	0.07575496688
700	0.07563078359
701	0.07556698313
702	0.07541783414
703	0.07537950991
704	0.07534107931
705	0.07525993546
706	0.0752528024
707	0.07509556313
708	0.07498298702
709	0.07485703819
710	0.07477962395
711	0.07464124545
712	0.0745544859
713	0.07450211536
714	0.07442899796
715	0.07424658736
716	0.07416286965
717	0.07404489056
718	0.07391502068
719	0.07373736073
720	0.07365577726
721	0.07355598535
722	0.07345721447
723	0.07334785745
724	0.07328873673
725	0.07324513715
726	0.07315210959
727	0.07295097294
728	0.07284653674
729	0.0727688956
730	0.07268466737
731	0.07251571457
732	0.07241710677
733	0.07229975874
734	0.07217076809
735	0.07206910428
736	0.07192759886
737	0.07182621867
738	0.07167804817
739	0.07161185112
740	0.07148252012
741	0.07138728032
742	0.07126430242
743	0.07116908389
744	0.07104417737
745	0.07094859013
746	0.07088210237
747	0.07077343313
748	0.07064415886
749	0.07060348766
750	0.07050164659
751	0.07035887197
752	0.07033129696
753	0.07016748478
754	0.07005281697
755	0.06995698156
756	0.06987276042
757	0.06975253364
758	0.06966022931
759	0.06956517386
760	0.0694830586
761	0.06942546235
762	0.06931031238
763	0.06917650017
764	0.06907521925
765	0.06899325998
766	0.0688697503
767	0.06880258893
768	0.06864564038
769	0.06856634005
770	0.06842076468
771	0.06833445893
772	0.06821803267
773	0.0681212684
774	0.06797874195
775	0.06789619417
776	0.0678057192
777	0.06769856733
778	0.06755489931
779	0.06743314098
780	0.06727129996
781	0.0671759538
782	0.06710357382
783	0.06703290266
784	0.06687168561
785	0.06682400898
786	0.06670663259
787	0.06667607247
788	0.06656402815
789	0.06645789022
790	0.06634131506
791	0.06624885474
792	0.06617685765
793	0.06611963719
794	0.06602543969
795	0.06596931117
796	0.0658547639
797	0.06575266757
798	0.06565124483
799	0.0655003303
800	0.06535761241
801	0.06526362054
802	0.06514855566
803	0.06508743541
804	0.06498671464
805	0.06487003312
806	0.06480715443
807	0.06466456417
808	0.06454212515
809	0.06447053931
810	0.06436150136
811	0.06422402336
812	0.06408603484
813	0.06395154903
814	0.06378609895
815	0.06368639921
816	0.06361760703
817	0.06356740618
818	0.06345154716
819	0.06340021892
820	0.06330607815
821	0.063233372
822	0.06311764061
823	0.0630035684
824	0.06289894076
825	0.06281128781
826	0.06272250037
827	0.06266040873
828	0.06257843528
829	0.06250913258
830	0.0624856488
831	0.06239610977
832	0.0623181141
833	0.06220923215
834	0.06211695618
835	0.06203395461
836	0.06193988474
837	0.06184062461
838	0.06174573934
839	0.06166723315
840	0.06158901768
841	0.06145257489
842	0.06138105286
843	0.06132515124
844	0.06126666867
845	0.0611283398
846	0.06105603073
847	0.06095104856
848	0.06087409519
849	0.06085407867
850	0.06082099432
851	0.06073102987
852	0.06067965199
853	0.06060416636
854	0.06058183124
855	0.06052308632
856	0.06040558939
857	0.06031639071
858	0.06030412412
859	0.06024198993
860	0.06013916328
861	0.06005928862
862	0.05994379831
863	0.05987537483
864	0.05980654011
865	0.05974639836
866	0.05964652845
867	0.05954884242
868	0.05953084669
869	0.0594477494
870	0.0593339998
871	0.05924502093
872	0.05918592857
873	0.05913434507
874	0.05905330757
875	0.05896524692
876	0.05886059446
877	0.05876725491
878	0.05869139703
879	0.05858300078
880	0.05855085238
881	0.05845635708
882	0.05836727894
883	0.05829416154
884	0.05819017914
885	0.05810839713
886	0.05801110817
887	0.05792911345
888	0.0578662454
889	0.05777758914
890	0.05768463603
891	0.05756433125
892	0.05751074114
893	0.05741870979
894	0.05732829863
895	0.05721300685
896	0.05714603694
897	0.05712680746
898	0.0570675662
899	0.05704859907
900	0.05702829893
901	0.05696284283
902	0.05687376115
903	0.05680747192
904	0.05666995846
905	0.05657952603
906	0.05648077642
907	0.05645313759
908	0.05636679284
909	0.05625143725
910	0.05617623524
911	0.05611021191
912	0.05604619874
913	0.05598873011
914	0.05592883652
915	0.05580900682
916	0.05572467932
917	0.05566685262
918	0.05559265392
919	0.05551659042
920	0.05540742839
921	0.0553852918
922	0.05532524931
923	0.05524455925
924	0.05517895071
925	0.05510728687
926	0.05502521416
927	0.05490666074
928	0.05489662057
929	0.05482016709
930	0.05474071077
931	0.05466067658
932	0.05455892059
933	0.0544563492
934	0.05437782529
935	0.05435957785
936	0.05432560719
937	0.05425060371
938	0.05422949171
939	0.05415127978
940	0.05406819312
941	0.05400178335
942	0.0539026934
943	0.05388508765
944	0.05381767457
945	0.05375211921
946	0.05363248804
947	0.05352749169
948	0.05348392756
949	0.05341882954
950	0.05334730751
951	0.05330263726
952	0.05322746362
953	0.05316078441
954	0.05307308892
955	0.05303828867
956	0.05297460875
957	0.05295757024
958	0.05289289765
959	0.05284454034
960	0.05282774645
961	0.05276815422
962	0.05266149159
963	0.05259337656
964	0.05253183797
965	0.05244414957
966	0.05238520612
967	0.05236871358
968	0.05229589044
969	0.05222435423
970	0.05218304843
971	0.0521092468
972	0.05206850825
973	0.05199365013
974	0.05192255708
975	0.05185703008
976	0.05177482974
977	0.05175875554
978	0.05174264234
979	0.05167333965
980	0.05161024469
981	0.05154398383
982	0.05148158729
983	0.05140213807
984	0.05134090438
985	0.05125504178
986	0.05120148357
987	0.05110699537
988	0.05104013181
989	0.05100691274
990	0.05093528081
991	0.05083017456
992	0.05075646156
993	0.05074107514
994	0.05067382515
995	0.05065863372
996	0.05056685409
997	0.05050818716
998	0.05049308437
999	0.05042542667
